model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 5 Series,2017,20950.0,Semi-Auto,37034,Diesel,150,65.7,2.0
 5 Series,2020,29450.0,Semi-Auto,10,Petrol,145,36.2,2.0
 3 Series,2020,22950.0,Manual,11,Diesel,145,58.9,2.0
 2 Series,2020,23450.0,Semi-Auto,8,Diesel,145,67.3,2.0
 3 Series,2020,29950.0,Semi-Auto,20,Petrol,145,41.5,2.0
 X3,2019,33450.0,Semi-Auto,2839,Diesel,145,54.3,2.0
 5 Series,2019,30450.0,Semi-Auto,4885,Diesel,145,60.1,2.0
 4 Series,2019,26450.0,Semi-Auto,3989,Petrol,145,45.6,2.0
 1 Series,2019,22950.0,Semi-Auto,4811,Diesel,145,60.1,2.0
 4 Series,2020,26950.0,Semi-Auto,10,Diesel,145,65.7,2.0
 3 Series,2019,31450.0,Semi-Auto,3000,Petrol,145,42.2,2.0
 1 Series,2018,22950.0,Semi-Auto,14537,Diesel,150,60.1,2.0
 2 Series,2019,24950.0,Semi-Auto,4534,Diesel,145,46.3,2.0
 2 Series,2019,20450.0,Semi-Auto,3344,Diesel,145,49.6,2.0
 4 Series,2019,26450.0,Semi-Auto,3376,Diesel,145,60.1,2.0
 3 Series,2019,23950.0,Semi-Auto,5445,Diesel,145,62.8,2.0
 3 Series,2019,25950.0,Semi-Auto,2344,Diesel,145,62.8,2.0
 2 Series,2019,18450.0,Manual,7293,Diesel,145,54.3,2.0
 X3,2019,31450.0,Semi-Auto,9053,Diesel,145,54.3,2.0
 X2,2019,26950.0,Semi-Auto,11386,Diesel,145,58.9,2.0
 2 Series,2020,34950.0,Semi-Auto,1107,Diesel,145,62.8,2.0
 2 Series,2020,32450.0,Semi-Auto,1118,Diesel,145,51.4,2.0
 6 Series,2020,44950.0,Semi-Auto,1237,Diesel,145,44.1,2.0
 2 Series,2019,22950.0,Manual,9688,Diesel,145,65.7,2.0
 2 Series,2019,21950.0,Semi-Auto,7423,Diesel,145,65.7,2.0
 2 Series,2019,24950.0,Semi-Auto,13,Diesel,145,62.8,2.0
 2 Series,2019,25450.0,Semi-Auto,13,Diesel,145,62.8,2.0
 X3,2019,34950.0,Semi-Auto,14,Diesel,145,54.3,2.0
 4 Series,2019,30950.0,Semi-Auto,6212,Petrol,145,44.8,2.0
 2 Series,2019,20950.0,Semi-Auto,6418,Petrol,145,47.9,2.0
 2 Series,2019,21950.0,Manual,10,Diesel,145,64.2,2.0
 X2,2019,25450.0,Semi-Auto,9467,Diesel,145,50.4,2.0
 3 Series,2019,28450.0,Semi-Auto,13998,Petrol,145,42.2,2.0
 3 Series,2019,28450.0,Semi-Auto,14850,Diesel,145,48.7,2.0
 3 Series,2019,33450.0,Semi-Auto,5004,Diesel,145,49.6,2.0
 Z4,2019,32450.0,Semi-Auto,9955,Petrol,145,38.7,2.0
 X2,2019,27450.0,Semi-Auto,14368,Diesel,145,58.9,2.0
 3 Series,2019,33134.0,Semi-Auto,5,Diesel,145,52.3,2.0
 1 Series,2018,20450.0,Semi-Auto,14602,Diesel,145,60.1,2.0
 X4,2017,23000.0,Semi-Auto,18441,Diesel,145,54.3,2.0
 3 Series,2019,25950.0,Semi-Auto,3655,Diesel,150,52.3,2.0
 3 Series,2019,29500.0,Semi-Auto,5000,Diesel,145,48.7,2.0
 5 Series,2015,14789.0,Semi-Auto,44684,Diesel,125,60.1,2.0
 2 Series,2019,30450.0,Semi-Auto,20,Diesel,145,62.8,2.0
 X3,2019,35450.0,Semi-Auto,8891,Diesel,145,54.3,2.0
 4 Series,2019,37450.0,Semi-Auto,10,Diesel,145,60.1,2.0
 X2,2020,36950.0,Semi-Auto,10,Diesel,145,50.4,2.0
 5 Series,2019,31450.0,Semi-Auto,500,Diesel,145,62.8,2.0
 3 Series,2018,21450.0,Semi-Auto,5184,Diesel,145,64.2,2.0
 2 Series,2020,29950.0,Semi-Auto,10,Diesel,145,48.7,2.0
 3 Series,2020,39950.0,Semi-Auto,10,Diesel,145,48.7,2.0
 X2,2019,25450.0,Semi-Auto,5652,Diesel,145,47.9,2.0
 3 Series,2019,31000.0,Semi-Auto,2974,Diesel,145,49.6,2.0
 4 Series,2019,27000.0,Semi-Auto,100,Diesel,145,65.7,2.0
 3 Series,2019,31000.0,Semi-Auto,100,Diesel,145,52.3,2.0
 1 Series,2019,25000.0,Semi-Auto,1705,Diesel,145,51.4,2.0
 3 Series,2019,30950.0,Semi-Auto,3724,Diesel,145,52.3,2.0
 2 Series,2019,21950.0,Semi-Auto,7211,Petrol,150,47.9,2.0
 1 Series,2019,25950.0,Semi-Auto,6581,Diesel,145,67.3,2.0
 3 Series,2019,29450.0,Semi-Auto,5392,Diesel,145,52.3,2.0
 X2,2020,31000.0,Semi-Auto,1121,Petrol,145,34.0,2.0
 Z4,2020,31000.0,Semi-Auto,1595,Petrol,145,38.7,2.0
 3 Series,2019,27000.0,Semi-Auto,4814,Diesel,145,52.3,2.0
 3 Series,2020,34000.0,Semi-Auto,1595,Diesel,145,50.4,2.0
 X3,2015,17495.0,Semi-Auto,38013,Diesel,150,54.3,2.0
 1 Series,2019,33000.0,Semi-Auto,2250,Petrol,150,34.5,2.0
 X3,2017,19000.0,Semi-Auto,33316,Diesel,150,54.3,2.0
 3 Series,2020,32000.0,Semi-Auto,1798,Diesel,145,52.3,2.0
 3 Series,2018,22995.0,Semi-Auto,8259,Petrol,145,48.7,2.0
 3 Series,2014,12360.0,Semi-Auto,68469,Diesel,125,57.6,2.0
 1 Series,2017,13700.0,Automatic,20574,Diesel,145,70.6,2.0
 X3,2017,19391.0,Semi-Auto,58044,Diesel,145,54.3,2.0
 3 Series,2020,29999.0,Semi-Auto,9,Diesel,145,50.4,2.0
 6 Series,2020,33999.0,Semi-Auto,11,Petrol,145,42.8,2.0
 3 Series,2020,25999.0,Manual,4,Diesel,145,54.3,2.0
 4 Series,2020,39225.0,Semi-Auto,10,Petrol,145,48.7,2.0
 2 Series,2016,17450.0,Semi-Auto,31473,Diesel,145,55.4,2.0
 X3,2020,36000.0,Semi-Auto,3116,Diesel,145,54.3,2.0
 2 Series,2020,28000.0,Semi-Auto,1501,Diesel,145,65.7,2.0
 1 Series,2020,27000.0,Semi-Auto,1501,Diesel,145,51.4,2.0
 X1,2019,29500.0,Semi-Auto,6000,Diesel,145,60.1,2.0
 X1,2017,19995.0,Semi-Auto,20570,Diesel,145,55.4,2.0
 3 Series,2019,28000.0,Manual,6899,Diesel,145,54.3,2.0
 3 Series,2019,29000.0,Semi-Auto,8555,Petrol,145,40.9,2.0
 X1,2019,25000.0,Semi-Auto,8650,Diesel,145,60.1,2.0
 X1,2014,11000.0,Semi-Auto,50924,Diesel,160,52.3,2.0
 3 Series,2018,19995.0,Semi-Auto,21657,Diesel,145,62.8,2.0
 5 Series,2019,41070.0,Automatic,10,Diesel,145,65.7,2.0
 2 Series,2019,33440.0,Automatic,10,Diesel,145,64.2,2.0
 4 Series,2019,34995.0,Automatic,10,Petrol,145,45.6,2.0
 5 Series,2019,29888.0,Automatic,14139,Diesel,145,55.4,2.0
 3 Series,2020,27999.0,Semi-Auto,6,Petrol,145,42.2,2.0
 1 Series,2017,14500.0,Manual,13681,Diesel,145,65.7,2.0
 X3,2019,35564.0,Semi-Auto,642,Diesel,145,54.3,2.0
 X1,2014,10950.0,Semi-Auto,52900,Diesel,160,52.3,2.0
 Z4,2019,31488.0,Automatic,3644,Petrol,145,38.7,2.0
 4 Series,2019,33995.0,Automatic,10,Diesel,145,60.1,2.0
 4 Series,2019,32995.0,Automatic,10,Petrol,145,48.7,2.0
 4 Series,2019,39995.0,Automatic,10,Diesel,145,60.1,2.0
 3 Series,2019,27495.0,Manual,1841,Diesel,145,54.3,2.0
 4 Series,2019,34995.0,Automatic,10,Petrol,145,48.7,2.0
 1 Series,2017,13995.0,Semi-Auto,42430,Diesel,145,70.6,2.0
 X3,2019,36990.0,Semi-Auto,5104,Diesel,145,54.3,2.0
 X2,2019,27990.0,Semi-Auto,8592,Diesel,145,58.9,2.0
 3 Series,2013,12995.0,Manual,37333,Diesel,150,55.4,2.0
 4 Series,2018,20995.0,Semi-Auto,14972,Petrol,150,45.6,2.0
 4 Series,2019,25488.0,Automatic,5627,Petrol,145,45.6,2.0
 3 Series,2019,34995.0,Automatic,5873,Diesel,145,50.4,2.0
 1 Series,2019,27888.0,Automatic,999,Diesel,145,51.4,2.0
 3 Series,2019,31995.0,Automatic,999,Petrol,145,42.2,2.0
 X3,2017,18995.0,Semi-Auto,60000,Diesel,150,54.3,2.0
 1 Series,2017,19995.0,Manual,26574,Petrol,150,46.3,2.0
 4 Series,2019,34590.0,Automatic,999,Petrol,145,45.6,2.0
 5 Series,2020,40995.0,Semi-Auto,2712,Hybrid,145,55.4,2.0
 X1,2019,27995.0,Automatic,999,Petrol,145,35.3,2.0
 3 Series,2019,30888.0,Manual,999,Diesel,145,54.3,2.0
 5 Series,2019,30995.0,Automatic,999,Diesel,145,65.7,2.0
 3 Series,2019,33888.0,Automatic,999,Diesel,145,50.4,2.0
 3 Series,2019,30761.0,Semi-Auto,3465,Diesel,150,52.3,2.0
 2 Series,2019,19350.0,Automatic,10500,Diesel,145,51.4,2.0
 X3,2018,29222.0,Semi-Auto,9406,Diesel,145,54.3,2.0
 3 Series,2019,29754.0,Semi-Auto,8853,Diesel,145,52.3,2.0
 2 Series,2019,23113.0,Semi-Auto,8039,Petrol,145,47.9,2.0
 1 Series,2017,14995.0,Manual,16366,Diesel,150,65.7,2.0
 3 Series,2019,21995.0,Semi-Auto,18000,Diesel,145,62.8,2.0
 2 Series,2020,36771.0,Semi-Auto,485,Petrol,145,36.2,2.0
 4 Series,2014,14941.0,Semi-Auto,49460,Petrol,165,44.1,2.0
 X1,2019,25680.0,Automatic,1768,Diesel,145,65.7,2.0
 Z4,2019,31600.0,Automatic,2200,Petrol,145,37.2,2.0
 2 Series,2018,16932.0,Semi-Auto,16132,Diesel,150,64.2,2.0
 X3,2019,34454.0,Semi-Auto,10032,Diesel,145,54.3,2.0
 1 Series,2019,31791.0,Semi-Auto,6000,Petrol,150,34.5,2.0
 X2,2019,36981.0,Semi-Auto,7197,Petrol,150,34.0,2.0
 5 Series,2019,28370.0,Semi-Auto,6251,Petrol,145,50.4,2.0
 3 Series,2019,32050.0,Automatic,4700,Diesel,145,52.3,2.0
 1 Series,2019,30900.0,Automatic,5345,Petrol,145,34.5,2.0
 3 Series,2020,38991.0,Semi-Auto,132,Diesel,145,52.3,2.0
 X1,2020,36991.0,Semi-Auto,800,Diesel,145,60.1,2.0
 6 Series,2020,44991.0,Semi-Auto,123,Diesel,145,42.2,2.0
 3 Series,2015,13960.0,Automatic,33330,Diesel,125,60.1,2.0
 X3,2017,19950.0,Automatic,49100,Diesel,145,54.3,2.0
 X2,2020,39991.0,Semi-Auto,700,Petrol,145,34.0,2.0
 X1,2019,26020.0,Automatic,3197,Diesel,145,65.7,2.0
 4 Series,2019,29920.0,Semi-Auto,5732,Diesel,145,60.1,2.0
 4 Series,2019,27970.0,Semi-Auto,7383,Petrol,145,48.7,2.0
 X1,2018,22512.0,Semi-Auto,14100,Diesel,145,60.1,2.0
 Z4,2020,39991.0,Semi-Auto,202,Petrol,145,37.2,2.0
 X2,2019,23633.0,Manual,8100,Diesel,145,53.3,2.0
 2 Series,2019,23872.0,Semi-Auto,1105,Diesel,145,52.3,2.0
 2 Series,2019,22753.0,Semi-Auto,8020,Diesel,145,65.7,2.0
 2 Series,2019,23722.0,Semi-Auto,123,Diesel,145,49.6,2.0
 3 Series,2019,29822.0,Semi-Auto,1020,Diesel,145,52.3,2.0
 1 Series,2019,29450.0,Semi-Auto,3743,Petrol,145,34.5,2.0
 2 Series,2017,18490.0,Semi-Auto,14440,Diesel,145,64.2,2.0
 X3,2016,15495.0,Manual,60813,Diesel,160,52.3,2.0
 X1,2016,17450.0,Automatic,43475,Diesel,125,57.6,2.0
 X1,2017,18995.0,Semi-Auto,26249,Petrol,160,44.8,2.0
 X1,2017,19495.0,Semi-Auto,23397,Diesel,125,57.6,2.0
 X1,2016,18995.0,Semi-Auto,17604,Diesel,125,60.1,2.0
 2 Series,2016,14995.0,Semi-Auto,56010,Diesel,125,57.6,2.0
 3 Series,2019,21991.0,Semi-Auto,12245,Petrol,145,47.9,2.0
 X1,2017,19540.0,Automatic,34240,Diesel,125,57.6,2.0
 X3,2016,19990.0,Semi-Auto,34325,Diesel,145,54.3,2.0
 5 Series,2017,21790.0,Automatic,27744,Diesel,145,60.1,2.0
 2 Series,2019,19490.0,Automatic,5809,Diesel,145,51.4,2.0
 1 Series,2019,22890.0,Semi-Auto,1581,Diesel,145,74.3,2.0
 X2,2020,31990.0,Semi-Auto,5,Petrol,145,39.8,2.0
 X2,2018,25490.0,Semi-Auto,10597,Diesel,145,58.9,2.0
 4 Series,2019,24888.0,Manual,8129,Petrol,145,46.3,2.0
 3 Series,2019,31990.0,Automatic,9850,Diesel,145,52.3,2.0
 3 Series,2019,34990.0,Automatic,7250,Diesel,145,49.6,2.0
 2 Series,2019,25950.0,Automatic,5000,Diesel,145,48.7,2.0
 3 Series,2019,31995.0,Automatic,7693,Diesel,145,52.3,2.0
 X1,2019,28383.0,Manual,999,Diesel,145,68.9,2.0
 4 Series,2019,30888.0,Automatic,3309,Diesel,145,60.1,2.0
 X1,2017,19490.0,Automatic,19090,Diesel,145,65.7,2.0
 3 Series,2019,29890.0,Automatic,5211,Diesel,145,52.3,2.0
 3 Series,2019,31990.0,Automatic,5,Petrol,145,42.2,2.0
 2 Series,2020,28995.0,Semi-Auto,5,Diesel,145,67.3,2.0
 5 Series,2017,22490.0,Semi-Auto,26002,Diesel,145,68.9,2.0
 2 Series,2020,28490.0,Semi-Auto,5,Petrol,145,50.4,2.0
 1 Series,2020,32990.0,Semi-Auto,6870,Diesel,145,48.7,2.0
 4 Series,2019,31990.0,Automatic,7800,Petrol,145,44.8,2.0
 X2,2019,34490.0,Automatic,5730,Petrol,145,34.0,2.0
 X1,2017,19990.0,Semi-Auto,32000,Diesel,125,57.6,2.0
 3 Series,2018,21990.0,Semi-Auto,8426,Petrol,145,48.7,2.0
 4 Series,2018,21990.0,Semi-Auto,20611,Diesel,145,60.1,2.0
 3 Series,2019,30950.0,Semi-Auto,7586,Petrol,145,41.5,2.0
 X2,2019,36981.0,Semi-Auto,4497,Petrol,150,34.0,2.0
 3 Series,2019,35990.0,Automatic,6393,Diesel,145,52.3,2.0
 3 Series,2019,29990.0,Automatic,7337,Diesel,145,52.3,2.0
 1 Series,2019,33990.0,Automatic,9599,Petrol,145,34.5,2.0
 3 Series,2019,32990.0,Automatic,9892,Diesel,145,48.7,2.0
 1 Series,2019,31990.0,Automatic,4920,Petrol,145,34.5,2.0
 4 Series,2020,26990.0,Semi-Auto,7,Petrol,145,48.7,2.0
 3 Series,2020,34990.0,Semi-Auto,4100,Petrol,145,41.5,2.0
 1 Series,2017,16790.0,Manual,15468,Petrol,145,46.3,2.0
 3 Series,2020,36990.0,Semi-Auto,2475,Petrol,145,40.4,2.0
 1 Series,2020,32995.0,Semi-Auto,5,Diesel,145,48.7,2.0
 3 Series,2014,14522.0,Semi-Auto,67000,Diesel,125,58.9,2.0
 X3,2016,20931.0,Semi-Auto,38489,Diesel,145,54.3,2.0
 X1,2019,27490.0,Semi-Auto,5742,Petrol,150,48.7,2.0
 X3,2019,38950.0,Semi-Auto,3290,Diesel,150,54.3,2.0
 5 Series,2020,30995.0,Semi-Auto,999,Hybrid,145,49.6,2.0
 X3,2020,35995.0,Semi-Auto,4373,Diesel,145,54.3,2.0
 4 Series,2020,26750.0,Semi-Auto,2986,Diesel,150,65.7,2.0
 X1,2019,26000.0,Semi-Auto,2400,Diesel,150,60.1,2.0
 3 Series,2015,12999.0,Semi-Auto,45191,Diesel,125,58.9,2.0
 3 Series,2019,32888.0,Automatic,13136,Petrol,145,42.2,2.0
 5 Series,2019,34888.0,Automatic,948,Diesel,145,55.4,2.0
 1 Series,2019,28888.0,Automatic,999,Diesel,145,48.7,2.0
 3 Series,2019,29888.0,Manual,2454,Diesel,145,54.3,2.0
 4 Series,2019,29888.0,Manual,999,Petrol,145,46.3,2.0
 X1,2017,21500.0,Automatic,25100,Diesel,145,57.6,2.0
 3 Series,2019,26450.0,Semi-Auto,2754,Diesel,150,52.3,2.0
 3 Series,2019,27450.0,Semi-Auto,7491,Petrol,150,41.5,2.0
 1 Series,2019,25990.0,Semi-Auto,6596,Diesel,150,51.4,2.0
 X1,2017,23990.0,Semi-Auto,1061,Petrol,165,44.8,2.0
 1 Series,2017,15888.0,Automatic,20890,Diesel,145,68.9,2.0
 3 Series,2020,31000.0,Semi-Auto,986,Diesel,150,50.4,2.0
 3 Series,2020,35000.0,Semi-Auto,1986,Petrol,145,40.4,2.0
 4 Series,2019,24750.0,Semi-Auto,4642,Petrol,145,45.6,2.0
 2 Series,2017,16250.0,Semi-Auto,23374,Diesel,150,65.7,2.0
 3 Series,2018,17995.0,Semi-Auto,40456,Diesel,145,64.2,2.0
 3 Series,2019,25888.0,Automatic,2258,Diesel,145,62.8,2.0
 4 Series,2019,28888.0,Automatic,3419,Diesel,145,60.1,2.0
 4 Series,2014,15888.0,Manual,38000,Diesel,125,57.6,2.0
 X2,2020,33000.0,Semi-Auto,3986,Petrol,145,34.0,2.0
 2 Series,2020,34000.0,Semi-Auto,2986,Petrol,145,36.2,2.0
 X1,2020,26750.0,Automatic,1000,Diesel,145,47.9,2.0
 X1,2016,20500.0,Semi-Auto,19010,Diesel,125,57.6,2.0
 3 Series,2019,26000.0,Semi-Auto,4315,Petrol,145,42.2,2.0
 X1,2017,20000.0,Semi-Auto,24150,Diesel,145,57.6,2.0
 3 Series,2019,26000.0,Semi-Auto,5358,Diesel,145,52.3,2.0
 3 Series,2017,16500.0,Semi-Auto,38620,Diesel,150,64.2,2.0
 X3,2019,32250.0,Semi-Auto,4386,Diesel,150,54.3,2.0
 2 Series,2018,20952.0,Semi-Auto,42912,Petrol,150,47.9,2.0
 X1,2018,19921.0,Semi-Auto,25059,Diesel,150,60.1,2.0
 1 Series,2020,27840.0,Semi-Auto,150,Diesel,145,51.4,2.0
 4 Series,2019,32440.0,Manual,3792,Diesel,145,62.8,2.0
 2 Series,2020,36840.0,Semi-Auto,2422,Petrol,145,36.2,2.0
 X2,2018,22111.0,Semi-Auto,16708,Petrol,150,38.7,2.0
 3 Series,2019,29464.0,Semi-Auto,4251,Petrol,145,42.2,2.0
 X2,2019,32130.0,Semi-Auto,11571,Petrol,145,34.0,2.0
 1 Series,2019,30420.0,Semi-Auto,10159,Petrol,145,34.5,2.0
 3 Series,2017,16995.0,Manual,28700,Petrol,150,47.9,2.0
 1 Series,2017,14500.0,Manual,13681,Diesel,150,65.7,2.0
 X1,2017,20722.0,Semi-Auto,22636,Petrol,160,44.8,2.0
 2 Series,2019,28630.0,Semi-Auto,2564,Diesel,145,67.3,2.0
 X1,2019,25730.0,Semi-Auto,4495,Petrol,145,38.2,2.0
 X1,2017,19721.0,Semi-Auto,18800,Diesel,125,60.1,2.0
 X1,2019,25843.0,Semi-Auto,7117,Diesel,145,60.1,2.0
 4 Series,2016,19841.0,Semi-Auto,30968,Petrol,160,44.1,2.0
 X2,2018,24495.0,Semi-Auto,13147,Diesel,150,58.9,2.0
 X1,2017,21500.0,Semi-Auto,24814,Diesel,145,55.4,2.0
 5 Series,2017,23941.0,Semi-Auto,23095,Diesel,125,60.1,2.0
 2 Series,2015,18012.0,Semi-Auto,13642,Diesel,125,57.6,2.0
 2 Series,2015,13881.0,Manual,25283,Petrol,150,47.9,2.0
 3 Series,2019,27555.0,Manual,7887,Diesel,145,54.3,2.0
 X2,2019,29343.0,Semi-Auto,1644,Petrol,145,36.2,2.0
 X1,2019,25916.0,Automatic,4230,Diesel,145,60.1,2.0
 2 Series,2019,21876.0,Automatic,7910,Diesel,145,64.2,2.0
 4 Series,2016,18536.0,Automatic,32814,Petrol,145,48.7,2.0
 2 Series,2019,24690.0,Semi-Auto,7338,Petrol,150,47.9,2.0
 4 Series,2016,19990.0,Semi-Auto,35900,Diesel,125,60.1,2.0
 4 Series,2020,27669.0,Manual,151,Diesel,150,62.8,2.0
 2 Series,2016,17965.0,Semi-Auto,20379,Diesel,125,60.1,2.0
 3 Series,2015,16641.0,Semi-Auto,49396,Petrol,160,44.1,2.0
 3 Series,2019,21444.0,Semi-Auto,6329,Diesel,145,55.4,2.0
 3 Series,2019,26500.0,Semi-Auto,7120,Petrol,150,47.9,2.0
 3 Series,2018,16999.0,Manual,7000,Diesel,145,67.3,2.0
 3 Series,2019,28999.0,Automatic,11681,Diesel,145,52.3,2.0
 4 Series,2019,30140.0,Automatic,7583,Diesel,145,60.1,2.0
 3 Series,2019,34700.0,Semi-Auto,6006,Diesel,145,49.6,2.0
 X1,2019,24850.0,Automatic,9784,Diesel,145,60.1,2.0
 3 Series,2019,18999.0,Automatic,11749,Diesel,145,62.8,2.0
 1 Series,2019,16555.0,Manual,9451,Diesel,145,68.9,2.0
 1 Series,2019,18999.0,Automatic,1000,Diesel,145,70.6,2.0
 4 Series,2019,27700.0,Manual,110,Petrol,145,46.3,2.0
 X1,2016,18500.0,Automatic,27000,Diesel,145,55.4,2.0
 X2,2019,35470.0,Automatic,1566,Diesel,145,58.9,2.0
 5 Series,2018,24999.0,Semi-Auto,17371,Diesel,145,62.8,2.0
 3 Series,2019,27999.0,Automatic,9214,Diesel,145,52.3,2.0
 5 Series,2019,28999.0,Automatic,13000,Petrol,145,47.9,2.0
 2 Series,2019,23150.0,Semi-Auto,5035,Diesel,145,49.6,2.0
 2 Series,2019,20950.0,Manual,2178,Diesel,145,51.4,2.0
 3 Series,2019,29999.0,Automatic,12143,Diesel,145,52.3,2.0
 X3,2019,34999.0,Automatic,12774,Diesel,145,54.3,2.0
 2 Series,2019,27995.0,Automatic,110,Diesel,145,64.2,2.0
 5 Series,2019,26888.0,Automatic,8070,Diesel,145,65.7,2.0
 4 Series,2019,26995.0,Manual,110,Petrol,145,46.3,2.0
 2 Series,2019,20555.0,Automatic,9736,Petrol,145,50.4,2.0
 2 Series,2019,20999.0,Automatic,37,Petrol,145,47.9,2.0
 X3,2019,31436.0,Automatic,6172,Diesel,145,54.3,2.0
 4 Series,2019,22680.0,Automatic,9820,Petrol,145,45.6,2.0
 X1,2019,31280.0,Semi-Auto,2865,Diesel,145,36.7,2.0
 X2,2019,32740.0,Automatic,3857,Petrol,145,39.2,2.0
 3 Series,2019,31630.0,Automatic,4400,Diesel,145,52.3,2.0
 3 Series,2019,28000.0,Semi-Auto,8653,Petrol,145,46.3,2.0
 3 Series,2019,32999.0,Automatic,4418,Diesel,145,49.6,2.0
 3 Series,2019,23222.0,Semi-Auto,11010,Diesel,145,54.3,2.0
 5 Series,2019,29999.0,Automatic,3936,Petrol,145,47.9,2.0
 2 Series,2019,20999.0,Semi-Auto,4923,Petrol,145,47.9,2.0
 3 Series,2019,27999.0,Automatic,14590,Diesel,145,52.3,2.0
 X2,2019,38350.0,Automatic,99,Diesel,145,58.9,2.0
 3 Series,2019,31995.0,Manual,894,Diesel,145,54.3,2.0
 X1,2019,27888.0,Manual,99,Diesel,145,48.7,2.0
 X3,2019,34500.0,Automatic,1000,Diesel,145,54.3,2.0
 2 Series,2019,27995.0,Automatic,99,Diesel,145,47.1,2.0
 5 Series,2019,29995.0,Automatic,1000,Petrol,145,50.4,2.0
 5 Series,2020,29990.0,Semi-Auto,12,Hybrid,150,62.8,2.0
 3 Series,2020,32995.0,Semi-Auto,10,Diesel,145,50.4,2.0
 X3,2019,35600.0,Semi-Auto,1299,Diesel,145,54.3,2.0
 5 Series,2019,33444.0,Semi-Auto,4118,Petrol,145,46.3,2.0
 1 Series,2019,25999.0,Semi-Auto,575,Diesel,145,62.8,2.0
 2 Series,2018,18999.0,Automatic,254,Petrol,145,38.2,2.0
 4 Series,2019,28999.0,Semi-Auto,1000,Diesel,145,65.7,2.0
 3 Series,2019,29555.0,Automatic,5035,Diesel,145,50.4,2.0
 4 Series,2019,31995.0,Manual,110,Diesel,145,55.4,2.0
 X1,2019,25999.0,Automatic,1100,Diesel,145,60.1,2.0
 4 Series,2019,35000.0,Automatic,110,Diesel,145,65.7,2.0
 4 Series,2019,22999.0,Automatic,1000,Diesel,145,60.1,2.0
 X3,2019,32250.0,Semi-Auto,4829,Diesel,150,54.3,2.0
 5 Series,2015,16750.0,Semi-Auto,27563,Petrol,160,46.3,2.0
 X1,2017,19750.0,Semi-Auto,19159,Diesel,145,60.1,2.0
 2 Series,2016,16995.0,Semi-Auto,37573,Diesel,145,55.4,2.0
 3 Series,2019,34995.0,Semi-Auto,4255,Diesel,145,49.6,2.0
 3 Series,2019,25995.0,Semi-Auto,5687,Diesel,145,52.3,2.0
 3 Series,2015,14995.0,Semi-Auto,40781,Diesel,125,61.4,2.0
 X3,2019,36990.0,Semi-Auto,5922,Diesel,145,54.3,2.0
 3 Series,2019,27990.0,Manual,3319,Diesel,145,54.3,2.0
 3 Series,2019,34999.0,Automatic,20329,Diesel,145,48.7,2.0
 X2,2020,32540.0,Semi-Auto,99,Petrol,150,39.2,2.0
 3 Series,2016,14999.0,Manual,26307,Petrol,145,47.9,2.0
 3 Series,2018,18700.0,Semi-Auto,42565,Diesel,145,64.2,2.0
 X3,2016,17495.0,Semi-Auto,31100,Diesel,145,54.3,2.0
 2 Series,2020,22000.0,Automatic,5436,Diesel,145,67.3,2.0
 5 Series,2019,29555.0,Automatic,15094,Diesel,145,65.7,2.0
 3 Series,2018,21500.0,Semi-Auto,13058,Diesel,150,60.1,2.0
 3 Series,2015,15800.0,Manual,23293,Diesel,145,55.4,2.0
 X2,2019,24995.0,Semi-Auto,4980,Diesel,145,52.3,2.0
 4 Series,2020,29500.0,Semi-Auto,10,Petrol,145,48.7,2.0
 3 Series,2019,28888.0,Automatic,10799,Diesel,145,52.3,2.0
 1 Series,2019,19999.0,Semi-Auto,6386,Petrol,145,47.9,2.0
 1 Series,2019,28500.0,Semi-Auto,9058,Diesel,150,51.4,2.0
 2 Series,2017,17110.0,Semi-Auto,34032,Diesel,145,65.7,2.0
 4 Series,2018,19370.0,Automatic,26739,Diesel,145,65.7,2.0
 5 Series,2019,27990.0,Automatic,14541,Diesel,145,65.7,2.0
 X1,2020,31825.0,Semi-Auto,99,Diesel,145,47.9,2.0
 1 Series,2019,25999.0,Semi-Auto,1356,Diesel,145,50.4,2.0
 X1,2019,25990.0,Semi-Auto,7333,Diesel,145,60.1,2.0
 3 Series,2019,34990.0,Semi-Auto,8005,Petrol,145,40.4,2.0
 4 Series,2016,17144.0,Manual,18250,Petrol,160,46.3,2.0
 4 Series,2017,19494.0,Semi-Auto,14465,Diesel,145,65.7,2.0
 2 Series,2018,17745.0,Semi-Auto,17771,Diesel,150,62.8,2.0
 X1,2019,30555.0,Automatic,1000,Diesel,150,50.4,2.0
 3 Series,2019,25490.0,Semi-Auto,6219,Petrol,150,42.2,2.0
 3 Series,2019,26490.0,Semi-Auto,7385,Petrol,150,41.5,2.0
 2 Series,2017,17990.0,Semi-Auto,30488,Diesel,145,55.4,2.0
 3 Series,2019,29990.0,Automatic,13376,Diesel,145,52.3,2.0
 4 Series,2019,24990.0,Semi-Auto,8830,Petrol,145,48.7,2.0
 X3,2016,21990.0,Semi-Auto,28211,Diesel,150,54.3,2.0
 3 Series,2017,13995.0,Semi-Auto,32871,Diesel,145,68.9,2.0
 3 Series,2019,21990.0,Semi-Auto,10586,Diesel,145,55.4,2.0
 X2,2019,27990.0,Automatic,9182,Petrol,145,39.8,2.0
 3 Series,2019,30990.0,Automatic,2579,Diesel,145,52.3,2.0
 4 Series,2018,23990.0,Semi-Auto,17592,Petrol,145,48.7,2.0
